20031119	20031120	 Abbeville, LA	 formation	10 minutes
20100525	20100525	 Albuquerque, NM	 flash	10min
20100531	20100601	 Albuquerque, NM	 other	30min
20100417	20100419	 Albuquerque, NM	 oval	5 seconds
20100704	20100706	 Albuquerque, NM	 sphere	5 minutes
20100803	20100803	 Albuquerque, NM	 unknown	all night
20100731	20100801	 Albuquerque, NM	 cigar	20 seconds
20040608	20040628	 Albuquerque/Houston (inflight, halfway b/t), TX	 light	30 seconds
19990610	19990825	 Alburquerqe (near), NM	 light	30 minutes
20030521	20030523	 Alburquerque, NM	 triangle	Approx 5 sec
0	20000210	 Albury (NSW, Australia),	 triangle	25 minutes
20020504	20020504	 Albury (NSW, Australia),	 light	5mins max
20020810	20020822	 Albury (NSW, Australia),	 circle	4 min
20021221	20021222	 Albury (NSW, Australia),	 light	5minutes
20040403	20040605	 Alcalde, NM	 disk	55 minutes +
20030729	20030729	 Alcochete (Portugal),	 triangle	2 min
20010515	20040629	 Alden, MN		UNKNOWN
19950503	19971130	 Alden, NY	 light	10-20 minutes
19990902	19991022	 Aldergrove (Canada), BC		3 SECONDS
20000428	20000428	 Aldergrove (Canada), BC	 oval	10 seconds
20071024	20071024	 Aldershot (UK/England),	 fireball	1 min
20071231	20071230	 Aldershot (UK/England),	 disk	3 to 4 minutes
20011201	20011202	 Aledo, TX	 formation	1 minute
20040226	20040226	 Aledo, TX	 disk	10 minutes
20070317	20070317	 Aledo, TX	 fireball	a few seconds
20040606	20040609	 Alentejo (Portugal),	 circle	
19950815	20040815	 Aleppo (Syria),	 disk	5 minutes
20090303	20090306	 Aleppo (Syria),	 unknown	2 minutes
20090109	20090109	 Alexander, AR	 flash	15 min
20040911	20050926	 Alexandria (Egypt),	 fireball	24 hours
20031212	20040316	 Alexandria, IN	 teardrop	2 minutes
20031018	20050224	 Alexandria, IN	 circle	2 minutes
20001211	20010402	 Alexandria, KY	 diamond	around 30 seconds
20091204	20091204	 Alexandria, KY	 triangle	3 seconds
19950131	19950131	 Alexandria, LA		2 min.
19981023	19981024	 Alexandria, LA	 fireball	60sec
20020114	20020115	 Alexandria, LA	 formation	"&gt;1min."
20040120	20040122	 Alexandria, LA	 disk	
20041207	20041208	 Alexandria, LA	 formation	10-15 seconds
20041213	20041213	 Alexandria, LA		15-20 seconds
20060513	20060601	 Alexandria, LA	 light	15 mniutes
19760601	20060815	 Alexandria, LA	 light	3 minutes
20070704	20071116	 Alexandria, LA	 fireball	15 minutes
20051215	20080828	 Alexandria, LA	 cigar	15 Minutes
20081211	20081211	 Alexandria, LA	 circle	3-4 minutes
20090611	20090611	 Alexandria, LA	 flash	52 mins
20090609	20090611	 Alexandria, LA		65 mins
20011107	20011109	 Alexandria, VA	 fireball	5 seconds
20020120	20020121	 Alexandria, VA	 light	about 1 second
20030307	20030307	 Alexandria, VA	 light	20 min
20030606	20030610	 Alexandria, VA	 sphere	14 seconds
20030726	20030725	 Alexandria, VA	 unknown	30 seconds
20030911	20030923	 Alexandria, VA	 circle	10 seconds
20030911	20030916	 Alexandria, VA	 circle	3-5 seconds
20031105	20031106	 Alexandria, VA	 unknown	few seconds
20031213	20031212	 Alexandria, VA	 fireball	5 seconds
20031230	20040106	 Alexandria, VA	 light	15 min
20031230	20040106	 Alexandria, VA	 light	15 min
20031229	20040103	 Alexandria, VA	 fireball	1 second
20040308	20040308	 Alexandria, VA	 rectangle	20 seconds
19980310	20040330	 Alexandria, VA	 chevron	4 seconds
20040404	20040403	 Alexandria, VA	 light	20 seconds
20040309	20040313	 Alexandria, VA	 circle	"&lt; 1 minute"
19750501	20040430	 Alexandria, VA	 fireball	2 seconds
20040730	20040730	 Alexandria, VA	 light	25 min
20060319	20060318	 Alexandria, VA	 fireball	2 seconds
20050609	20060608	 Alexandria, VA	 other	2hour 4 min
20060418	20060504	 Alexandria, VA	 sphere	2 minutes
20060709	20060709	 Alexandria, VA	 disk	30 Seconds
20070325	20070328	 Alexandria, VA	 circle	30-45 seconds
19630420	20070701	 Alexandria, VA	 light	15 minutes
20071105	20071108	 Alexandria, VA	 triangle	20 seconds
19790213	20071209	 Alexandria, VA	 light	a few minutes
20060426	20080323	 Alexandria, VA	 egg	Recess
20080526	20080526	 Alexandria, VA	 light	10 minutes
20080819	20080819	 Alexandria, VA	 triangle	Seconds
20090128	20090129	 Alexandria, VA	 other	20 min.
20050610	20050713	 Alexanria, LA	 changing	30 MINUTES
19951104	19951108	 Alfalfa, OR		10 sec.
20030817	20060608	 Alfred, ME	 rectangle	3 min
20090808	20090809	 Alfred, ME	 rectangle	10 minutes
20070421	20070421	 Alfreton (UK/England),	 fireball	5 mins. approx.
20051120	20060319	 Algadonis (Mexico) to Tonopah, AZ	 formation	1.5 HOURS
20080804	20080804	 Algarve (Portugal),	 circle	10 seconds
20050912	20051029	 Algeciras (Spain),	 light	6 minutes
20031215	20031228	 Alger, OH	 other	brief
20040123	20040127	 Alger, WA	 egg	3 seconds
19700114	20021026	 Algiers (Algeria), .	 rectangle	60seconds
20061001	20061001	 Algona, IA	 unknown	over an hour
20090725	20090725	 Algona, IA	 light	2 minutes
20020317	20020317	 Algona, WA	 fireball	2 seconds
19970902	20000718	 Algonac, MI	 unknown	15 seconds
19920829	20040611	 Algonac, MI	 light	3 MINUTES
20060715	20060716	 Algonac, MI	 light	30 seconds
20100523	20100523	 Algonac, MI	 fireball	5 -7 minutes
20070413	20070413	 AL-gonfatha (Saudi Arabia),	 flash	30 sec
19880817	19981002	 Algonquin Park (Canada), ON	 unknown	3 minutes
20000619	20001112	 Algonquin Park (Canada), ON	 fireball	6 Minutes
19950824	20020713	 Algonquin Park (Canada), ON	 light	20 minutes
20030830	20030905	 Algonquin Park (Canada), ON	 formation	10 min
19990813	20040701	 Algonquin Park (Canada), ON	 unknown	7 min
19950715	20060302	 Algonquin Park (Canada), ON	 flash	6-8 minutes
20070804	20070811	 Algonquin Park (Ontario) (Canada), ON	 light	
20010927	20011001	 Algonquin, IL	 fireball	10 sec
20080617	20080617	 Algonquin, IL	 teardrop	10 SECONDS
20090704	20090704	 Algonquin, IL	 light	approx 1.5 minutes
20070903	20070919	 Algood, TN	 oval	20 min
20000302	20000403	 Alhambra Golf Course, CA	 formation	2 hours
19991002	19991002	 Alhambra, CA	 light	3 seconds
20001117	20001118	 Alhambra, CA	 other	7 seconds
20020513	20020521	 Alhambra, CA	 other	2 min.
20021004	20021105	 Alhambra, CA	 triangle	2minutes
20030830	20030903	 Alhambra, CA	 light	2 minutes
20031010	20031220	 Alhambra, CA	 oval	5 min
20060325	20060325	 Alhambra, CA	 fireball	4-5 seconds
19770915	20060812	 Alhambra, CA	 disk	10-20 min
20090518	20090518	 Alhambra, CA	 flash	5 seconds
19950729	20010521	 Alicante (Spain),	 circle	00:11
19961125	19961126	 Alice Springs  (NT, Australia),		
19960210	19991111	 Alice Springs  (NT, Australia),	 other	5 seconds
20040210	20040211	 Alice Springs  (NT, Australia),	 disk	
19861011	20041223	 Alice Springs  (NT, Australia),		20 seconds
19460315	20030501	 Alice, TX	 disk	20 secs.
20031024	20031025	 Alice, TX	 light	5 min
20050805	20050806	 Alice, TX	 cylinder	3 seconds
20060208	20060209	 Alice, TX	 light	20 min.
20071103	20071108	 Alice, TX	 sphere	10 minutes
20060103	20060104	 Aliceville/Carrolton/Livingston, AL	 sphere	1 hour
20010129	20010129	 Aliso Viejo, CA	 triangle	1.5 MIN.
20050827	20050831	 Aliso Viejo, CA	 cylinder	3-4 min
20060104	20060105	 Aliso Viejo, CA	 other	20 sec
20061227	20070104	 Aliso Viejo, CA	 circle	2 min
20070827	20070827	 Aliso Viejo, CA	 disk	20 minutes
20090825	20090825	 Aliso Viejo, CA	 light	Hours
19940704	20020930	 Alkmaar (Netherlands),	 other	10 sec
20020817	20021201	 Alkmaar (Netherlands),	 triangle	8 sec
20090519	20090519	 Alkmaar (Netherlands),	 light	60 seconds
20020803	20020813	 Allahbad (India), .		
20000811	20000812	 Allegan, MI	 formation	1 hour
20001020	20001025	 Allegan, MI	 triangle	2-3 min.
20041124	20041126	 Allegan, MI	 unknown	1-2 minutes
19860614	20080311	 Allegan, MI	 other	5 minutes
20090805	20090907	 Allegany (near), NY	 disk	20 minutes
20090520	20090602	 Allegany State Park, NY	 oval	"15 min&apos;s"
20020323	20020323	 Allegany, NY	 changing	ten minutes
20040303	20040702	 Allegany, NY	 circle	5 minutes
19970715	20050630	 Allegany, NY	 sphere	3 minutes
20050720	20060206	 Allegheny State Park, NY	 other	40 seconds
20010523	20010530	 Allen Park, MI	 triangle	30 secs
20060625	20080512	 Allen Park, MI	 other	1 min
19751030	19991010	 Allen, KY	 disk	2-3 minutes
19710610	20061012	 Allen, MD	 sphere	15 min
19990530	19990531	 Allen, OK	 changing	5:00 hrs.
20031026	20031026	 Allen, TX	 unknown	2mins
20031203	20031204	 Allen, TX	 unknown	half hour
20070726	20070726	 Allen, TX	 unknown	Unknown
20070806	20070807	 Allen, TX	 cigar	3 min
20080807	20080808	 Allen, TX	 teardrop	1 min
20081113	20081114	 Allen, TX	 unknown	10 minutes
20081023	20081118	 Allen, TX	 other	45 minutes
20100505	20100505	 Allen, TX	 light	12 min
20100728	20100728	 Allen, TX	 unknown	45 mins
20080228	20080301	 Allendale, CA	 triangle	30 mins
19590722	20051002	 Allendale, KY	 light	5 minutes
19841018	20010207	 Allendale, MI	 light	15-20 minutes
20090822	20090822	 Allendale, MI	 light	10 minutes
20070914	20070914	 Allenhurst, GA	 light	25 sec
20070523	20070914	 Allenhurst, GA	 oval	5 sec
19760704	20100110	 Allenspark, CO	 teardrop	.50
20061009	20061009	 Allentown, NJ	 sphere	2 or more hours
19960324	19960325	 Allentown, PA		10 sec.
19980101	19971231	 Allentown, PA	 light	30 minutes +
19760705	19990311	 Allentown, PA	 unknown	00:02:00
19991106	19991108	 Allentown, PA	 disk	5 Minutes
20000918	20000918	 Allentown, PA	 disk	3-5 minutes
20010706	20010909	 Allentown, PA	 rectangle	20 min.
19600801	20030718	 Allentown, PA	 cylinder	1 hour
20040227	20040227	 Allentown, PA	 circle	3 Min.
20040729	20040729	 Allentown, PA	 disk	
19900601	20050215	 Allentown, PA	 other	1 minute
20060908	20060910	 Allentown, PA	 light	5 seconds
19830901	20061028	 Allentown, PA	 disk	35 minutes
20070107	20070108	 Allentown, PA	 other	30 sec.
20060517	20070107	 Allentown, PA	 triangle	2 min.
20070419	20070419	 Allentown, PA	 light	6 hours
20070605	20070606	 Allentown, PA	 unknown	20 minutes
19720614	20070902	 Allentown, PA	 chevron	5 min. approx.
19710725	20070902	 Allentown, PA	 light	3 minutes approx.
20080114	20080115	 Allentown, PA	 sphere	15seconds
19680615	20080615	 Allentown, PA	 sphere	5 minutes
20080731	20080731	 Allentown, PA	 disk	15 minutes
20080828	20080828	 Allentown, PA	 disk	1 minute
20090215	20090218	 Allentown, PA	 circle	30 min
20090322	20090322	 Allentown, PA		15 seconds
20090306	20090306	 Allentown, PA	 unknown	10-12 seconds
20030622	20050825	 Allexander Valley, CA	 circle	10 minutes
20090722	20090722	 Alliance, NE	 light	30 minutes
19991205	20010327	 Alliance, OH	 other	
20020816	20031020	 Alliance, OH	 cylinder	2-3 Minutes
20070310	20070311	 Alliance, OH	 circle	20seconds
19941215	20090621	 Alliance, OH	 formation	30 min +
20091120	20091120	 Alligator Alley, FL	 changing	30 minutes
20080630	20080712	 Alligator Point, FL	 other	UNKNOWN
19970711	19970714	 Allison Park (Hampton Twp.), PA	 cylinder	6 min.
19971216	19971217	 Allison Park, PA	 hexagon	3 to 4 minutes
20030602	20030619	 Allison Park, PA	 sphere	45 Seconds
20070406	20070406	 Allison Park, PA	 light	3 minutes
19880515	20100321	 Allison Park, PA	 sphere	2 minutes
20060323	20090611	 Allison, TX	 triangle	20min
19981207	20020429	 Alloa (UK/Scotland),	 oval	5 minutes
20020725	20020725	 Allora (Australia),	 other	approx 4 minutes
20100722	20100722	 Alloway, NJ	 other	3-6 hours
19801122	20040522	 Alloy, WV	 disk	10 seconds total
19920510	20010824	 Allston, MA	 triangle	1.5 hours
20050409	20050409	 Allston, MA	 triangle	10 seconds
19520515	20020730	 Allyn, WA	 disk	3 hrs.
20030123	20030123	 Alma Center, WI	 chevron	2 min
20080529	20081127	 Alma KOA, AR	 light	5 minutes
20050714	20050716	 Alma, AR	 light	20-25 seconds
20090925	20090930	 Alma, AR	 unknown	4 seconds
20100303	20100303	 Alma, AR	 unknown	45 seconds
20100112	20100113	 Alma, AR	 other	night
19800601	20080705	 Alma, KS		
20011028	20011028	 Alma, MI	 sphere	1 hour
19360715	20060313	 Alma, MI	 disk	unkn
20001025	20001027	 Alma, NM	 light	10 seconds
20001021	20001025	 Alma, WI	 oval	15seconds
20001006	20010907	 Almelo (Netherlands),	 triangle	10 seconds
19761015	20031028	 Almena, WI	 unknown	4 hrs
20030503	20030503	 Almere (Netherlands),	 triangle	5 minutes
20060118	20060118	 Almere (Netherlands), FL	 other	1 min
20020307	20020703	 Almeria (Spain),	 sphere	30 seconds
20080731	20080801	 Almond, WI	 triangle	30 seconds
19980517	19980517	 Almont, MI	 circle	15 sec
19991107	19991107	 Almont, MI	 light	10 min
20050212	20050212	 Almont, MI	 light	2min
19901020	20080717	 Almont, MI	 oval	30 minutes
19960630	20040327	 Almudevar (Spain),	 circle	1MINUTE
19980729	19980801	 Aloha, OR	 light	50 minutes
20000625	20000716	 Aloha, OR	 cigar	8-9 minutes
20000715	20000716	 Aloha, OR	 light	15 seconds
20010520	20010530	 Aloha, OR	 diamond	12 min
20020715	20020722	 Aloha, OR	 circle	5 minutes
20020813	20020814	 Aloha, OR	 light	ongoing
20021103	20021103	 Aloha, OR	 other	10-15 SEC.
20030404	20030405	 Aloha, OR	 sphere	2 seconds
20030604	20030622	 Aloha, OR	 fireball	15 seconds
20040121	20040121	 Aloha, OR	 circle	3 minutes
20060513	20060514	 Aloha, OR	 oval	1 second
20061021	20061021	 Aloha, OR	 light	Aprox. 1 min
20070926	20070927	 Aloha, OR	 diamond	5 minutes
19590715	20070709	 Alor Islands (Indonesia),	 egg	
19991116	19991125	 Alpena, MI		2 min
20090704	20090813	 Alpena, MI	 oval	2 min.
20040227	20040227	 Alpha, NJ	 disk	20 mins.
19970310	20010411	 Alpharetta, GA	 triangle	hour
20031029	20031107	 Alpharetta, GA	 sphere	30 secods
20040506	20040507	 Alpharetta, GA	 sphere	20 seconds
20051224	20051227	 Alpharetta, GA	 other	2 minutes
20040910	20060612	 Alpharetta, GA	 oval	1 minute
20070216	20070216	 Alpharetta, GA	 chevron	20 seconds
20070601	20070603	 Alpharetta, GA	 triangle	15-20 Minutes
20070814	20070814	 Alpharetta, GA	 light	2 min
20071201	20071201	 Alpharetta, GA	 circle	30 seconds
20081007	20081007	 Alpharetta, GA	 circle	10 minutes
20090920	20090920	 Alpharetta, GA	 light	5 Minutes (apporx)
20100502	20100502	 Alpharetta, GA	 light	about 1 minute
20090420	20100505	 Alpharetta, GA	 rectangle	5 mins.
20100704	20100707	 Alpharetta, GA	 cigar	2 minutes
20080725	20080725	 Alpheretta, GA		
19691015	20040410	 Alpine, AZ	 disk	5 mins
20010427	20010428	 Alpine, CA	 triangle	5 seconds
20050103	20050106	 Alpine, CA	 light	20 min
20011107	20040117	 Alpine, TX	 other	approx. 2 min.
19741101	20050123	 Alpine, TX	 light	45 minutes
20080227	20080228	 Alpine, TX	 triangle	30-45 seconds
20080503	20080713	 Alpine, TX	 light	ten minutes
20080612	20080613	 Alpine, UT	 formation	2 minutes
19990908	20000702	 Alsea, OR	 formation	less than 5 min
19990908	20090322	 Alsea, OR	 light	3-4 minutes
20010515	20010519	 Alsip, IL	 unknown	
20040418	20040418	 Alsip, IL	 unknown	4/18/04
20051001	20051001	 Alsip, IL	 light	8 minutes
20040630	20090119	 Alsip, IL	 triangle	a few mintues
19871001	20041217	 Alstead, NH	 fireball	30 mins.
20100808	20100808	 Alstead, NH	 circle	2 hrs
19941105	20070817	 Alston, MI	 triangle	1 hour
19970910	19981206	 Alta Loma, CA	 circle	60 minutes +
20071224	20071224	 Alta Loma, CA	 circle	100 seconds
20090603	20090605	 Alta Loma, CA	 unknown	1 minute
19970124	19970129	 Alta, UT	 other	3 hours plus
0	20000720	 Altadena, CA	 light	10-15 minutes
20030811	20030812	 Altadena, CA	 triangle	25-30 sec
20050704	20060620	 Altadena, CA	 light	2 minutes
20050219	20050225	 Altamonte Springs, FL	 circle	??
20060606	20060607	 Altamonte Springs, FL	 fireball	three hours
20060606	20060607	 Altamonte Springs, FL	 fireball	Three hours
20061012	20061016	 Altamonte Springs, FL	 sphere	30 sec. +/-
20061026	20061203	 Altamonte Springs, FL	 cigar	5 min
20061216	20061216	 Altamonte Springs, FL	 disk	30 seconds
20080114	20080115	 Altamonte Springs, FL	 disk	40 Minutes
19920810	20100516	 Altivista, VA	 triangle	20 min.
20070103	20070113	 Altmar, NY	 light	less than 5 minutes
20090612	20090615	 Alto, GA	 other	15min
19970201	20060125	 Alto, MI	 triangle	10 minutes
20061109	20061110	 Alto, TX	 light	5 minutes
20080809	20080809	 Alton (Hampshire) (UK/England),	 light	Just over a Minute
19870715	20050404	 Alton (Kendall Hill Subdivision), IL	 disk	1-2 minutes
19981124	19981204	 Alton Bay, NH	 light	10 min
20080524	20080523	 Alton, Hampshire (UK/England),	 light	25 seconds
19970704	19970709	 Alton, IL	 light	A few secs.
20000207	20000211	 Alton, IL	 triangle	About 1 minute
20090330	20090415	 Alton, IL	 circle	unknown
20090727	20090730	 Alton, IL	 triangle	30 min
20100709	20100717	 Alton, IL	 unknown	1 minute
19840318	20021014	 Alton, ME	 other	40min
20080213	20080214	 Alton, MO	 oval	3 minutes
20070905	20070907	 Alton, NH	 cigar	1 minutes
20080305	20080305	 Alton, NH	 unknown	still happening
20000215	20000402	 Alton, VA	 circle	
20010802	20010812	 Alton, VA	 cigar	10 seconds
19990524	20010509	 Altona Meadows (Australia), .	 light	60sec
20071229	20071229	 Altoona, IA	 unknown	five minutes
20080117	20080117	 Altoona, IA	 oval	2 min
20080306	20080306	 Altoona, IA	 light	hour
19991109	19991111	 Altoona, PA	 triangle	15 minutes
20021020	20021020	 Altoona, PA	 light	5 min or less
20040409	20040409	 Altoona, PA	 chevron	12-15 seconds
20040709	20040713	 Altoona, PA	 unknown	20min
19510815	20050719	 Altoona, PA	 disk	20 min. ?
20060805	20060804	 Altoona, PA	 light	1 minute
20080306	20080309	 Altoona, PA	 unknown	6 seconds
20050630	20100423	 Altoona, PA	 circle	2 minute
20090828	20090830	 Altrincham (UK/England),	 fireball	2-3 mins
20000210	20000210	 Alturas (SE of), FL	 fireball	8 minutes
19950918	19950918	 Alturas, CA		
19970115	19970115	 Alturas, CA	 disk	3 Minutes
19990901	19990903	 Alturas, CA		1 min.
19990901	19990907	 Alturas, CA	 formation	20 seconds
20050307	20050430	 Alturas, CA	 triangle	20 minutes
20050307	20050430	 Alturas, CA	 triangle	30 Minutes
20060829	20060830	 Alturas, CA	 light	Approxamatly 2 minutes
20011004	20030613	 Altus (sw of), OK	 light	20 sec
19970122	19970122	 Altus AFB, OK	 changing	30sec
20020921	20020924	 Altus, OK	 triangle	30 min
19610415	20050313	 Altus, OK	 circle	approx 20 min
19950808	20060904	 Alum Creek, WV	 unknown	do not know
19981117	19981120	 Alva, OK	 triangle	2 minutes
20020504	20020506	 Alva, OK	 light	unsure
19841114	20010610	 Alvarado, TX	 fireball	2 seconds
19971015	20031020	 Alvarado, TX	 chevron	30 secs
19870925	20040605	 Alvarado, TX	 light	10 min
20090704	20090707	 Alvarado, TX	 teardrop	5 min
19940825	20010301	 Alvaton, GA	 triangle	10 minutes
20000119	20000119	 Alvin, TX	 unknown	2 SEC
20010606	20010606	 Alvin, TX	 cigar	"&lt;1 minute"
19950410	20060819	 Alvin, TX	 other	2-7 minutes
20070815	20070816	 Alvin, TX	 fireball	2:00 hrs
20080114	20080117	 Alvin, TX	 cigar	2 SECONDS
20070827	20080516	 Alvin, TX	 fireball	20 seconds
20081117	20090418	 Alvin, TX	 other	10 seconds
20090707	20090721	 Alvin, TX	 other	30 minutes
19990619	19990815	 Alvord (Dry Lake area), OR	 unknown	15 seconds
20031219	20031221	 Amado, AZ	 triangle	1 hour
20060223	20060223	 Amado, AZ	 light	20 minutes
20080716	20080719	 Amagansett, NY	 unknown	seconds
20090919	20090920	 Amagansett, NY	 light	10 seconds
20010506	20010512	 Amanzimtoti (South Africa),	 disk	50 min
19960527	19961206	 Amargosa Valley, NV	 light	1hr
20081010	20081012	 Amarillo (Hwy. 140), TX	 flash	
20080630	20090910	 Amarillo (local area and SE), TX	 light	10 minutes
19930320	20030528	 Amarillo (south of), TX	 light	? explanation below
19981028	19981028	 Amarillo, TX	 chevron	5 sec
19991103	19991104	 Amarillo, TX	 circle	30min
20000109	20000210	 Amarillo, TX	 light	ongoing
20001013	20001014	 Amarillo, TX	 light	2 min
20010919	20010920	 Amarillo, TX	 disk	2 HOURS+
19600715	20011106	 Amarillo, TX	 diamond	1 hr+
19960715	20030617	 Amarillo, TX	 other	2-3hours
20030811	20030811	 Amarillo, TX	 oval	1-2 minutes
20050301	20050302	 Amarillo, TX	 changing	40 minutes
20051014	20051014	 Amarillo, TX	 sphere	7 minutes
20040502	20060331	 Amarillo, TX	 circle	school
20060323	20060428	 Amarillo, TX	 rectangle	20 seconds
